threshold,tp,fp,tn,fn,accuracy,macro_f1,weighted_f1,fpr,fnr,mcc,model,window,threshold_q,persistence,threshold_resolved,fa_per_hour,dns_delay_s,dns_detected,gtpu_delay_s,gtpu_detected,dns_sustained,gtpu_sustained
3.990168625023216e-05,1803,55,132069,3093,0.9770252517880601,0.7610640935819512,0.9719887111816843,0.00041627561987224123,0.6317401960784313,0.5903703274290101,lstm,3,0.995,2,3.990168625023216e-05,0.04240798674326334,10.884,True,20.552,True,0.997855611150822,0.11638547326279668
3.990168625023216e-05,1803,55,132069,3093,0.9770252517880601,0.7610640935819512,0.9719887111816843,0.00041627561987224123,0.6317401960784313,0.5903703274290101,lstm,3,0.995,3,3.990168625023216e-05,0.02120399337163167,16.022,True,25.662,True,0.997855611150822,0.11638547326279668
3.990168625023216e-05,1803,55,132069,3093,0.9770252517880601,0.7610640935819512,0.9719887111816843,0.00041627561987224123,0.6317401960784313,0.5903703274290101,lstm,3,0.995,5,3.990168625023216e-05,0.010601996685815835,26.295,True,87.205,True,0.997855611150822,0.11638547326279668
0.0001121585155487,1671,28,132096,3225,0.976258940300686,0.7472921437468718,0.9706464668593786,0.000211922133753141,0.6587009803921569,0.5721337453788536,lstm,3,0.999,1,0.0001121585155487,0.07421397680071085,10.884,True,15.418,True,0.993566833452466,0.08035458964826994
0.0001121585155487,1671,28,132096,3225,0.976258940300686,0.7472921437468718,0.9706464668593786,0.000211922133753141,0.6587009803921569,0.5721337453788536,lstm,3,0.999,2,0.0001121585155487,0.02120399337163167,16.022,True,71.829,True,0.993566833452466,0.08035458964826994
0.0001121585155487,1671,28,132096,3225,0.976258940300686,0.7472921437468718,0.9706464668593786,0.000211922133753141,0.6587009803921569,0.5721337453788536,lstm,3,0.999,3,0.0001121585155487,0.015902995028723752,21.162,True,76.949,True,0.993566833452466,0.08035458964826994
0.0001121585155487,1671,28,132096,3225,0.976258940300686,0.7472921437468718,0.9706464668593786,0.000211922133753141,0.6587009803921569,0.5721337453788536,lstm,3,0.999,5,0.0001121585155487,0.005300998342907918,31.439,True,87.205,True,0.993566833452466,0.08035458964826994
0.954282522201538,146,1,132123,4750,0.9653262297474822,0.5201200677124715,0.9493061348559156,7.5686476340407495e-06,0.9701797385620915,0.1690422269942955,lstm,3,0.9999,1,0.954282522201538,0.0,41.678,True,,False,0.1043602573266619,0.0
0.954282522201538,146,1,132123,4750,0.9653262297474822,0.5201200677124715,0.9493061348559156,7.5686476340407495e-06,0.9701797385620915,0.1690422269942955,lstm,3,0.9999,2,0.954282522201538,0.0,46.786,True,,False,0.1043602573266619,0.0
0.954282522201538,146,1,132123,4750,0.9653262297474822,0.5201200677124715,0.9493061348559156,7.5686476340407495e-06,0.9701797385620915,0.1690422269942955,lstm,3,0.9999,3,0.954282522201538,0.005300998342907918,51.92,True,,False,0.1043602573266619,0.0
0.954282522201538,146,1,132123,4750,0.9653262297474822,0.5201200677124715,0.9493061348559156,7.5686476340407495e-06,0.9701797385620915,0.1690422269942955,lstm,3,0.9999,5,0.954282522201538,0.0,113.47,True,,False,0.1043602573266619,0.0
0.5,344,1,132123,4552,0.9667712742665304,0.5571671754137807,0.9526255586830242,7.5686476340407495e-06,0.9297385620915033,0.2602122395860528,lstm,3,default,1,0.5,0.0,21.162,True,,False,0.24588992137240887,0.0
0.5,344,1,132123,4552,0.9667712742665304,0.5571671754137807,0.9526255586830242,7.5686476340407495e-06,0.9297385620915033,0.2602122395860528,lstm,3,default,2,0.5,0.0,46.786,True,,False,0.24588992137240887,0.0
