threshold,tp,fp,tn,fn,accuracy,macro_f1,weighted_f1,fpr,fnr,mcc,model,window,threshold_q,persistence,threshold_resolved,fa_per_hour,dns_delay_s,dns_detected,gtpu_delay_s,gtpu_detected,dns_sustained,gtpu_sustained
4.3717308419177765e-14,1296,10526,121598,3600,0.896905561231937,0.5500731345515829,0.9168733205974349,0.07966758499591294,0.7352941176470589,0.12232888343519313,tcn,3,0.9,2,4.3717308419177765e-14,4.187788690897255,,False,46.182,True,0.5017869907076483,0.16985987989705462
4.3717308419177765e-14,1296,10526,121598,3600,0.896905561231937,0.5500731345515829,0.9168733205974349,0.07966758499591294,0.7352941176470589,0.12232888343519313,tcn,3,0.9,3,4.3717308419177765e-14,3.6470868599206474,,False,51.313,True,0.5017869907076483,0.16985987989705462
4.3717308419177765e-14,1296,10526,121598,3600,0.896905561231937,0.5500731345515829,0.9168733205974349,0.07966758499591294,0.7352941176470589,0.12232888343519313,tcn,3,0.9,5,4.3717308419177765e-14,2.926151085285171,,False,61.561,True,0.5017869907076483,0.16985987989705462
1.6826856748253238e-12,828,3861,128263,4068,0.9421325353962925,0.5713937681917005,0.9415303230934609,0.029222548515031335,0.8308823529411765,0.1428377979142195,tcn,3,0.95,1,1.6826856748253238e-12,9.44637904706191,,False,5.055,True,0.5017869907076483,0.036030883614526735
1.6826856748253238e-12,828,3861,128263,4068,0.9421325353962925,0.5713937681917005,0.9415303230934609,0.029222548515031335,0.8308823529411765,0.1428377979142195,tcn,3,0.95,2,1.6826856748253238e-12,2.2688272907645888,,False,97.443,True,0.5017869907076483,0.036030883614526735
1.6826856748253238e-12,828,3861,128263,4068,0.9421325353962925,0.5713937681917005,0.9415303230934609,0.029222548515031335,0.8308823529411765,0.1428377979142195,tcn,3,0.95,3,1.6826856748253238e-12,0.842858736522359,,False,727.748,True,0.5017869907076483,0.036030883614526735
1.6826856748253238e-12,828,3861,128263,4068,0.9421325353962925,0.5713937681917005,0.9415303230934609,0.029222548515031335,0.8308823529411765,0.1428377979142195,tcn,3,0.95,5,1.6826856748253238e-12,0.15902995028723754,,False,1086.606,True,0.5017869907076483,0.036030883614526735
2.1273592665238542e-08,701,12,132112,4195,0.9692964530725442,0.6171414361633922,0.9580868554305585,9.0823771608489e-05,0.8568218954248366,0.3691549932179691,tcn,3,0.99,1,2.1273592665238542e-08,0.02120399337163167,5.746,True,,False,0.501072194424589,0.0
2.1273592665238542e-08,701,12,132112,4195,0.9692964530725442,0.6171414361633922,0.9580868554305585,9.0823771608489e-05,0.8568218954248366,0.3691549932179691,tcn,3,0.99,2,2.1273592665238542e-08,0.010601996685815835,10.884,True,,False,0.501072194424589,0.0
2.1273592665238542e-08,701,12,132112,4195,0.9692964530725442,0.6171414361633922,0.9580868554305585,9.0823771608489e-05,0.8568218954248366,0.3691549932179691,tcn,3,0.99,3,2.1273592665238542e-08,0.010601996685815835,16.022,True,,False,0.501072194424589,0.0
2.1273592665238542e-08,701,12,132112,4195,0.9692964530725442,0.6171414361633922,0.9580868554305585,9.0823771608489e-05,0.8568218954248366,0.3691549932179691,tcn,3,0.99,5,2.1273592665238542e-08,0.0,26.295,True,,False,0.501072194424589,0.0
1.4523263303090064e-07,701,7,132117,4195,0.9693329440957524,0.6172624029287306,0.9581130665587138,5.298053343828525e-05,0.8568218954248366,0.3705473941742018,tcn,3,0.995,1,1.4523263303090064e-07,0.010601996685815835,5.746,True,,False,0.501072194424589,0.0
1.4523263303090064e-07,701,7,132117,4195,0.9693329440957524,0.6172624029287306,0.9581130665587138,5.298053343828525e-05,0.8568218954248366,0.3705473941742018,tcn,3,0.995,2,1.4523263303090064e-07,0.005300998342907918,10.884,True,,False,0.501072194424589,0.0
1.4523263303090064e-07,701,7,132117,4195,0.9693329440957524,0.6172624029287306,0.9581130665587138,5.298053343828525e-05,0.8568218954248366,0.3705473941742018,tcn,3,0.995,3,1.4523263303090064e-07,0.005300998342907918,16.022,True,,False,0.501072194424589,0.0
1.4523263303090064e-07,701,7,132117,4195,0.9693329440957524,0.6172624029287306,0.9581130665587138,5.298053343828525e-05,0.8568218954248366,0.3705473941742018,tcn,3,0.995,5,1.4523263303090064e-07,0.0,26.295,True,,False,0.501072194424589,0.0
7.823460350664391e-07,701,6,132118,4195,0.9693402423003941,0.6172866201212039,0.9581183104094771,4.54118858042445e-05,0.8568218954248366,0.37082760640355894,tcn,3,0.999,1,7.823460350664391e-07,0.010601996685815835,5.746,True,,False,0.501072194424589,0.0
7.823460350664391e-07,701,6,132118,4195,0.9693402423003941,0.6172866201212039,0.9581183104094771,4.54118858042445e-05,0.8568218954248366,0.37082760640355894,tcn,3,0.999,2,7.823460350664391e-07,0.005300998342907918,10.884,True,,False,0.501072194424589,0.0
7.823460350664391e-07,701,6,132118,4195,0.9693402423003941,0.6172866201212039,0.9581183104094771,4.54118858042445e-05,0.8568218954248366,0.37082760640355894,tcn,3,0.999,3,7.823460350664391e-07,0.005300998342907918,16.022,True,,False,0.501072194424589,0.0
7.823460350664391e-07,701,6,132118,4195,0.9693402423003941,0.6172866201212039,0.9581183104094771,4.54118858042445e-05,0.8568218954248366,0.37082760640355894,tcn,3,0.999,5,7.823460350664391e-07,0.0,26.295,True,,False,0.501072194424589,0.0
0.9562104940414428,339,1,132123,4557,0.9667347832433222,0.55626578299604,0.952544162491739,7.5686476340407495e-06,0.9307598039215687,0.25830358355532845,tcn,3,0.9999,1,0.9562104940414428,0.0,16.022,True,,False,0.24231593995711223,0.0
0.9562104940414428,339,1,132123,4557,0.9667347832433222,0.55626578299604,0.952544162491739,7.5686476340407495e-06,0.9307598039215687,0.25830358355532845,tcn,3,0.9999,2,0.9562104940414428,0.0,21.162,True,,False,0.24231593995711223,0.0
0.9562104940414428,339,1,132123,4557,0.9667347832433222,0.55626578299604,0.952544162491739,7.5686476340407495e-06,0.9307598039215687,0.25830358355532845,tcn,3,0.9999,3,0.9562104940414428,0.005300998342907918,41.678,True,,False,0.24231593995711223,0.0
0.9562104940414428,339,1,132123,4557,0.9667347832433222,0.55626578299604,0.952544162491739,7.5686476340407495e-06,0.9307598039215687,0.25830358355532845,tcn,3,0.9999,5,0.9562104940414428,0.0,51.92,True,,False,0.24231593995711223,0.0
0.5,522,2,132122,4374,0.968063056488104,0.5881646276815683,0.9554421147651392,1.5137295268081499e-05,0.8933823529411765,0.3205925197407974,tcn,3,default,1,0.5,0.005300998342907918,16.022,True,,False,0.37312365975696926,0.0
0.5,522,2,132122,4374,0.968063056488104,0.5881646276815683,0.9554421147651392,1.5137295268081499e-05,0.8933823529411765,0.3205925197407974,tcn,3,default,2,0.5,0.0,21.162,True,,False,0.37312365975696926,0.0
0.5,522,2,132122,4374,0.968063056488104,0.5881646276815683,0.9554421147651392,1.5137295268081499e-05,0.8933823529411765,0.3205925197407974,tcn,3,default,3,0.5,0.005300998342907918,41.678,True,,False,0.37312365975696926,0.0
0.5,522,2,132122,4374,0.968063056488104,0.5881646276815683,0.9554421147651392,1.5137295268081499e-05,0.8933823529411765,0.3205925197407974,tcn,3,default,5,0.5,0.0,51.92,True,,False,0.37312365975696926,0.0
7.744934691679157e-15,1149,6424,125696,3747,0.92576779354236,0.5727057937127644,0.933356470696718,0.04862246442627914,0.7653186274509803,0.151140965366721,tcn,5,0.9,1,7.744934691679157e-15,9.377749976144786,,False,5.055,True,0.5017869907076483,0.1278238490134401
7.744934691679157e-15,1149,6424,125696,3747,0.92576779354236,0.5727057937127644,0.933356470696718,0.04862246442627914,0.7653186274509803,0.151140965366721,tcn,5,0.9,2,7.744934691679157e-15,5.545012139653729,,False,10.284,True,0.5017869907076483,0.1278238490134401
7.744934691679157e-15,1149,6424,125696,3747,0.92576779354236,0.5727057937127644,0.933356470696718,0.04862246442627914,0.7653186274509803,0.151140965366721,tcn,5,0.9,3,7.744934691679157e-15,4.23032474899013,,False,15.418,True,0.5017869907076483,0.1278238490134401
7.744934691679157e-15,1149,6424,125696,3747,0.92576779354236,0.5727057937127644,0.933356470696718,0.04862246442627914,0.7653186274509803,0.151140965366721,tcn,5,0.9,5,7.744934691679157e-15,2.056849627328534,,False,25.662,True,0.5017869907076483,0.1278238490134401
5.691050929124142e-12,713,494,131626,4183,0.9658653004028727,0.6080997310588409,0.9557838173927047,0.003739025128670905,0.8543709150326797,0.2818636348504216,tcn,5,0.95,1,5.691050929124142e-12,1.182158419830575,5.746,True,517.696,True,0.501072194424589,0.0034315127251930227
5.691050929124142e-12,713,494,131626,4183,0.9658653004028727,0.6080997310588409,0.9557838173927047,0.003739025128670905,0.8543709150326797,0.2818636348504216,tcn,5,0.95,2,5.691050929124142e-12,0.44529734199896104,10.884,True,522.833,True,0.501072194424589,0.0034315127251930227
5.691050929124142e-12,713,494,131626,4183,0.9658653004028727,0.6080997310588409,0.9557838173927047,0.003739025128670905,0.8543709150326797,0.2818636348504216,tcn,5,0.95,3,5.691050929124142e-12,0.3551776418325046,16.022,True,527.965,True,0.501072194424589,0.0034315127251930227
5.691050929124142e-12,713,494,131626,4183,0.9658653004028727,0.6080997310588409,0.9557838173927047,0.003739025128670905,0.8543709150326797,0.2818636348504216,tcn,5,0.95,5,5.691050929124142e-12,0.14313128849966605,26.295,True,,False,0.501072194424589,0.0034315127251930227
8.747330184633029e-07,701,5,132115,4195,0.9693466456472237,0.617310612120729,0.958122339405301,3.7844383893430214e-05,0.8568218954248366,0.3711082250778454,tcn,5,0.99,1,8.747330184633029e-07,0.005301158833320965,5.746,True,,False,0.501072194424589,0.0
8.747330184633029e-07,701,5,132115,4195,0.9693466456472237,0.617310612120729,0.958122339405301,3.7844383893430214e-05,0.8568218954248366,0.3711082250778454,tcn,5,0.99,2,8.747330184633029e-07,0.005301158833320965,10.884,True,,False,0.501072194424589,0.0
8.747330184633029e-07,701,5,132115,4195,0.9693466456472237,0.617310612120729,0.958122339405301,3.7844383893430214e-05,0.8568218954248366,0.3711082250778454,tcn,5,0.99,3,8.747330184633029e-07,0.005301158833320965,16.022,True,,False,0.501072194424589,0.0
8.747330184633029e-07,701,5,132115,4195,0.9693466456472237,0.617310612120729,0.958122339405301,3.7844383893430214e-05,0.8568218954248366,0.3711082250778454,tcn,5,0.99,5,8.747330184633029e-07,0.0,26.295,True,,False,0.501072194424589,0.0
6.335600573947886e-06,700,4,132116,4196,0.9693466456472237,0.6171767896525004,0.9581128838805448,3.0275507114744173e-05,0.8570261437908496,0.3711216320934142,tcn,5,0.995,1,6.335600573947886e-06,0.005301158833320965,10.884,True,,False,0.5003573981415297,0.0
6.335600573947886e-06,700,4,132116,4196,0.9693466456472237,0.6171767896525004,0.9581128838805448,3.0275507114744173e-05,0.8570261437908496,0.3711216320934142,tcn,5,0.995,2,6.335600573947886e-06,0.005301158833320965,16.022,True,,False,0.5003573981415297,0.0
6.335600573947886e-06,700,4,132116,4196,0.9693466456472237,0.6171767896525004,0.9581128838805448,3.0275507114744173e-05,0.8570261437908496,0.3711216320934142,tcn,5,0.995,3,6.335600573947886e-06,0.005301158833320965,21.162,True,,False,0.5003573981415297,0.0
6.335600573947886e-06,700,4,132116,4196,0.9693466456472237,0.6171767896525004,0.9581128838805448,3.0275507114744173e-05,0.8570261437908496,0.3711216320934142,tcn,5,0.995,5,6.335600573947886e-06,0.0,31.439,True,,False,0.5003573981415297,0.0
5.523825893760659e-05,700,4,132116,4196,0.9693466456472237,0.6171767896525004,0.9581128838805448,3.0275507114744173e-05,0.8570261437908496,0.3711216320934142,tcn,5,0.999,1,5.523825893760659e-05,0.005301158833320965,10.884,True,,False,0.5003573981415297,0.0
5.523825893760659e-05,700,4,132116,4196,0.9693466456472237,0.6171767896525004,0.9581128838805448,3.0275507114744173e-05,0.8570261437908496,0.3711216320934142,tcn,5,0.999,2,5.523825893760659e-05,0.005301158833320965,16.022,True,,False,0.5003573981415297,0.0
5.523825893760659e-05,700,4,132116,4196,0.9693466456472237,0.6171767896525004,0.9581128838805448,3.0275507114744173e-05,0.8570261437908496,0.3711216320934142,tcn,5,0.999,3,5.523825893760659e-05,0.005301158833320965,21.162,True,,False,0.5003573981415297,0.0
5.523825893760659e-05,700,4,132116,4196,0.9693466456472237,0.6171767896525004,0.9581128838805448,3.0275507114744173e-05,0.8570261437908496,0.3711216320934142,tcn,5,0.999,5,5.523825893760659e-05,0.0,31.439,True,,False,0.5003573981415297,0.0
0.9345119595527648,219,0,132120,4677,0.9658653004028727,0.5341192575668209,0.9505562713405895,0.0,0.9552696078431373,0.20784871731904872,tcn,5,0.9999,1,0.9345119595527648,0.0,36.564,True,,False,0.15654038598999284,0.0
0.9345119595527648,219,0,132120,4677,0.9658653004028727,0.5341192575668209,0.9505562713405895,0.0,0.9552696078431373,0.20784871731904872,tcn,5,0.9999,2,0.9345119595527648,0.0,41.678,True,,False,0.15654038598999284,0.0
0.9345119595527648,219,0,132120,4677,0.9658653004028727,0.5341192575668209,0.9505562713405895,0.0,0.9552696078431373,0.20784871731904872,tcn,5,0.9999,3,0.9345119595527648,0.0,46.786,True,,False,0.15654038598999284,0.0
0.9345119595527648,219,0,132120,4677,0.9658653004028727,0.5341192575668209,0.9505562713405895,0.0,0.9552696078431373,0.20784871731904872,tcn,5,0.9999,5,0.9345119595527648,0.0,113.47,True,,False,0.15654038598999284,0.0
0.5,472,1,132119,4424,0.9677045016640392,0.5796768638581616,0.9546677728208799,7.568876778686043e-06,0.9035947712418301,0.3050746963467908,tcn,5,default,1,0.5,0.0,31.439,True,,False,0.33738384560400286,0.0
0.5,472,1,132119,4424,0.9677045016640392,0.5796768638581616,0.9546677728208799,7.568876778686043e-06,0.9035947712418301,0.3050746963467908,tcn,5,default,2,0.5,0.0,36.564,True,,False,0.33738384560400286,0.0
0.5,472,1,132119,4424,0.9677045016640392,0.5796768638581616,0.9546677728208799,7.568876778686043e-06,0.9035947712418301,0.3050746963467908,tcn,5,default,3,0.5,0.0,41.678,True,,False,0.33738384560400286,0.0
0.5,472,1,132119,4424,0.9677045016640392,0.5796768638581616,0.9546677728208799,7.568876778686043e-06,0.9035947712418301,0.3050746963467908,tcn,5,default,5,0.5,0.005301158833320965,98.067,True,,False,0.33738384560400286,0.0
2.7227586625294207e-28,1078,9170,122946,3818,0.905205383470061,0.5460983254616416,0.9209760613712414,0.06940870144418541,0.7798202614379085,0.10638951014146965,tcn,7,0.9,1,2.7227586625294207e-28,3.027053339401184,5.746,True,5.055,True,0.501072194424589,0.10780669144981413
2.7227586625294207e-28,1078,9170,122946,3818,0.905205383470061,0.5460983254616416,0.9209760613712414,0.06940870144418541,0.7798202614379085,0.10638951014146965,tcn,7,0.9,2,2.7227586625294207e-28,2.3219778680520466,10.884,True,10.284,True,0.501072194424589,0.10780669144981413
2.7227586625294207e-28,1078,9170,122946,3818,0.905205383470061,0.5460983254616416,0.9209760613712414,0.06940870144418541,0.7798202614379085,0.10638951014146965,tcn,7,0.9,3,2.7227586625294207e-28,2.0887198173801513,16.022,True,15.418,True,0.501072194424589,0.10780669144981413
2.7227586625294207e-28,1078,9170,122946,3818,0.905205383470061,0.5460983254616416,0.9209760613712414,0.06940870144418541,0.7798202614379085,0.10638951014146965,tcn,7,0.9,5,2.7227586625294207e-28,1.7229287833719524,26.295,True,25.662,True,0.501072194424589,0.10780669144981413
5.382694765238553e-25,750,213,131903,4146,0.96818526844364,0.6198807336836825,0.9577403549821797,0.0016122195646250264,0.8468137254901961,0.3367925385026484,tcn,7,0.95,1,5.382694765238553e-25,0.7103767906825896,5.746,True,10.284,True,0.501072194424589,0.014012010294538175
5.382694765238553e-25,750,213,131903,4146,0.96818526844364,0.6198807336836825,0.9577403549821797,0.0016122195646250264,0.8468137254901961,0.3367925385026484,tcn,7,0.95,2,5.382694765238553e-25,0.20145013467118214,10.884,True,15.418,True,0.501072194424589,0.014012010294538175
5.382694765238553e-25,750,213,131903,4146,0.96818526844364,0.6198807336836825,0.9577403549821797,0.0016122195646250264,0.8468137254901961,0.3367925385026484,tcn,7,0.95,3,5.382694765238553e-25,0.0954237480021389,16.022,True,20.552,True,0.501072194424589,0.014012010294538175
5.382694765238553e-25,750,213,131903,4146,0.96818526844364,0.6198807336836825,0.9577403549821797,0.0016122195646250264,0.8468137254901961,0.3367925385026484,tcn,7,0.95,5,5.382694765238553e-25,0.03180791600071297,26.295,True,,False,0.501072194424589,0.014012010294538175
5.581083959436639e-18,700,6,132110,4196,0.9693311534756079,0.6171281458045897,0.9581011816154636,4.541463562324018e-05,0.8570261437908496,0.37055888757396,tcn,7,0.99,1,5.581083959436639e-18,0.010602638666904323,10.884,True,,False,0.5003573981415297,0.0
5.581083959436639e-18,700,6,132110,4196,0.9693311534756079,0.6171281458045897,0.9581011816154636,4.541463562324018e-05,0.8570261437908496,0.37055888757396,tcn,7,0.99,2,5.581083959436639e-18,0.005301319333452161,16.022,True,,False,0.5003573981415297,0.0
5.581083959436639e-18,700,6,132110,4196,0.9693311534756079,0.6171281458045897,0.9581011816154636,4.541463562324018e-05,0.8570261437908496,0.37055888757396,tcn,7,0.99,3,5.581083959436639e-18,0.005301319333452161,21.162,True,,False,0.5003573981415297,0.0
5.581083959436639e-18,700,6,132110,4196,0.9693311534756079,0.6171281458045897,0.9581011816154636,4.541463562324018e-05,0.8570261437908496,0.37055888757396,tcn,7,0.99,5,5.581083959436639e-18,0.0,31.439,True,,False,0.5003573981415297,0.0
3.718782746680942e-16,700,6,132110,4196,0.9693311534756079,0.6171281458045897,0.9581011816154636,4.541463562324018e-05,0.8570261437908496,0.37055888757396,tcn,7,0.995,1,3.718782746680942e-16,0.010602638666904323,10.884,True,,False,0.5003573981415297,0.0
3.718782746680942e-16,700,6,132110,4196,0.9693311534756079,0.6171281458045897,0.9581011816154636,4.541463562324018e-05,0.8570261437908496,0.37055888757396,tcn,7,0.995,2,3.718782746680942e-16,0.005301319333452161,16.022,True,,False,0.5003573981415297,0.0
3.718782746680942e-16,700,6,132110,4196,0.9693311534756079,0.6171281458045897,0.9581011816154636,4.541463562324018e-05,0.8570261437908496,0.37055888757396,tcn,7,0.995,3,3.718782746680942e-16,0.005301319333452161,21.162,True,,False,0.5003573981415297,0.0
3.718782746680942e-16,700,6,132110,4196,0.9693311534756079,0.6171281458045897,0.9581011816154636,4.541463562324018e-05,0.8570261437908496,0.37055888757396,tcn,7,0.995,5,3.718782746680942e-16,0.0,31.439,True,,False,0.5003573981415297,0.0
6.072660413804569e-14,698,5,132111,4198,0.9693238548448311,0.6168361162565402,0.9580770140611895,3.7845529686033487e-05,0.8574346405228758,0.37030296918294825,tcn,7,0.999,1,6.072660413804569e-14,0.005301319333452161,16.022,True,,False,0.498927805575411,0.0
6.072660413804569e-14,698,5,132111,4198,0.9693238548448311,0.6168361162565402,0.9580770140611895,3.7845529686033487e-05,0.8574346405228758,0.37030296918294825,tcn,7,0.999,2,6.072660413804569e-14,0.005301319333452161,21.162,True,,False,0.498927805575411,0.0
6.072660413804569e-14,698,5,132111,4198,0.9693238548448311,0.6168361162565402,0.9580770140611895,3.7845529686033487e-05,0.8574346405228758,0.37030296918294825,tcn,7,0.999,3,6.072660413804569e-14,0.005301319333452161,26.295,True,,False,0.498927805575411,0.0
6.072660413804569e-14,698,5,132111,4198,0.9693238548448311,0.6168361162565402,0.9580770140611895,3.7845529686033487e-05,0.8574346405228758,0.37030296918294825,tcn,7,0.999,5,6.072660413804569e-14,0.0,36.564,True,,False,0.498927805575411,0.0
0.941439926624298,142,1,132115,4754,0.965295010656001,0.5193414116512759,0.9492340174523194,7.569105937206697e-06,0.9709967320261438,0.16669072199935242,tcn,7,0.9999,1,0.941439926624298,0.005301319333452161,36.564,True,,False,0.10150107219442459,0.0
0.941439926624298,142,1,132115,4754,0.965295010656001,0.5193414116512759,0.9492340174523194,7.569105937206697e-06,0.9709967320261438,0.16669072199935242,tcn,7,0.9999,2,0.941439926624298,0.0,41.678,True,,False,0.10150107219442459,0.0
0.941439926624298,142,1,132115,4754,0.965295010656001,0.5193414116512759,0.9492340174523194,7.569105937206697e-06,0.9709967320261438,0.16669072199935242,tcn,7,0.9999,3,0.941439926624298,0.0,103.2,True,,False,0.10150107219442459,0.0
0.941439926624298,142,1,132115,4754,0.965295010656001,0.5193414116512759,0.9492340174523194,7.569105937206697e-06,0.9709967320261438,0.16669072199935242,tcn,7,0.9999,5,0.941439926624298,0.0,113.47,True,,False,0.10150107219442459,0.0
0.5,239,1,132115,4657,0.9660029778413569,0.5378726690314539,0.9508874547907723,7.569105937206697e-06,0.9511846405228758,0.21666229533421216,tcn,7,default,1,0.5,0.005301319333452161,36.564,True,,False,0.1708363116511794,0.0
0.5,239,1,132115,4657,0.9660029778413569,0.5378726690314539,0.9508874547907723,7.569105937206697e-06,0.9511846405228758,0.21666229533421216,tcn,7,default,2,0.5,0.0,41.678,True,,False,0.1708363116511794,0.0
0.5,239,1,132115,4657,0.9660029778413569,0.5378726690314539,0.9508874547907723,7.569105937206697e-06,0.9511846405228758,0.21666229533421216,tcn,7,default,3,0.5,0.0,103.2,True,,False,0.1708363116511794,0.0
0.5,239,1,132115,4657,0.9660029778413569,0.5378726690314539,0.9508874547907723,7.569105937206697e-06,0.9511846405228758,0.21666229533421216,tcn,7,default,5,0.5,0.0,113.47,True,,False,0.1708363116511794,0.0
1.3582791780208936e-06,1777,9564,122560,3119,0.9074368705298497,0.584843159532067,0.9246505220154123,0.07238654597196573,0.6370506535947712,0.1957467410684893,transformer,3,0.9,1,1.3582791780208936e-06,17.270652601193998,5.746,True,10.284,True,0.501072194424589,0.3076923076923077
1.3582791780208936e-06,1777,9564,122560,3119,0.9074368705298497,0.584843159532067,0.9246505220154123,0.07238654597196573,0.6370506535947712,0.1957467410684893,transformer,3,0.9,2,1.3582791780208936e-06,9.949973889638162,10.884,True,15.418,True,0.501072194424589,0.3076923076923077
1.3582791780208936e-06,1777,9564,122560,3119,0.9074368705298497,0.584843159532067,0.9246505220154123,0.07238654597196573,0.6370506535947712,0.1957467410684893,transformer,3,0.9,3,1.3582791780208936e-06,6.917802837494833,16.022,True,20.552,True,0.501072194424589,0.3076923076923077
1.3582791780208936e-06,1777,9564,122560,3119,0.9074368705298497,0.584843159532067,0.9246505220154123,0.07238654597196573,0.6370506535947712,0.1957467410684893,transformer,3,0.9,5,1.3582791780208936e-06,3.0427730488291447,26.295,True,30.806,True,0.501072194424589,0.3076923076923077
2.3442569272447145e-06,995,10,132114,3901,0.971456721646475,0.6613226295995998,0.9622533891610655,7.56864763404075e-05,0.7967728758169934,0.4419315705038145,transformer,3,0.95,1,2.3442569272447145e-06,0.010601996685815835,10.884,True,10.284,True,0.5003573981415297,0.08435802116099514
2.3442569272447145e-06,995,10,132114,3901,0.971456721646475,0.6613226295995998,0.9622533891610655,7.56864763404075e-05,0.7967728758169934,0.4419315705038145,transformer,3,0.95,2,2.3442569272447145e-06,0.010601996685815835,16.022,True,15.418,True,0.5003573981415297,0.08435802116099514
2.3442569272447145e-06,995,10,132114,3901,0.971456721646475,0.6613226295995998,0.9622533891610655,7.56864763404075e-05,0.7967728758169934,0.4419315705038145,transformer,3,0.95,3,2.3442569272447145e-06,0.010601996685815835,21.162,True,20.552,True,0.5003573981415297,0.08435802116099514
2.3442569272447145e-06,995,10,132114,3901,0.971456721646475,0.6613226295995998,0.9622533891610655,7.56864763404075e-05,0.7967728758169934,0.4419315705038145,transformer,3,0.95,5,2.3442569272447145e-06,0.005300998342907918,31.439,True,51.313,True,0.5003573981415297,0.08435802116099514
2.760608140306431e-06,891,9,132115,4005,0.9707050065683842,0.6462447140690765,0.9608246239491435,6.811782870636675e-05,0.8180147058823529,0.4180257575529672,transformer,3,0.99,1,2.760608140306431e-06,0.010601996685815835,10.884,True,10.284,True,0.5003573981415297,0.05461824420932228
2.760608140306431e-06,891,9,132115,4005,0.9707050065683842,0.6462447140690765,0.9608246239491435,6.811782870636675e-05,0.8180147058823529,0.4180257575529672,transformer,3,0.99,2,2.760608140306431e-06,0.010601996685815835,16.022,True,35.943,True,0.5003573981415297,0.05461824420932228
2.760608140306431e-06,891,9,132115,4005,0.9707050065683842,0.6462447140690765,0.9608246239491435,6.811782870636675e-05,0.8180147058823529,0.4180257575529672,transformer,3,0.99,3,2.760608140306431e-06,0.010601996685815835,21.162,True,56.454,True,0.5003573981415297,0.05461824420932228
2.760608140306431e-06,891,9,132115,4005,0.9707050065683842,0.6462447140690765,0.9608246239491435,6.811782870636675e-05,0.8180147058823529,0.4180257575529672,transformer,3,0.99,5,2.760608140306431e-06,0.0,31.439,True,210.255,True,0.5003573981415297,0.05461824420932228
3.012585921169375e-06,851,9,132115,4045,0.9704130783827178,0.6402902998594967,0.960262728445799,6.811782870636675e-05,0.8261846405228758,0.4083715540802704,transformer,3,0.995,1,3.012585921169375e-06,0.010601996685815835,10.884,True,30.806,True,0.5003573981415297,0.04317986845867887
3.012585921169375e-06,851,9,132115,4045,0.9704130783827178,0.6402902998594967,0.960262728445799,6.811782870636675e-05,0.8261846405228758,0.4083715540802704,transformer,3,0.995,2,3.012585921169375e-06,0.010601996685815835,16.022,True,35.943,True,0.5003573981415297,0.04317986845867887
3.012585921169375e-06,851,9,132115,4045,0.9704130783827178,0.6402902998594967,0.960262728445799,6.811782870636675e-05,0.8261846405228758,0.4083715540802704,transformer,3,0.995,3,3.012585921169375e-06,0.010601996685815835,21.162,True,56.454,True,0.5003573981415297,0.04317986845867887
3.012585921169375e-06,851,9,132115,4045,0.9704130783827178,0.6402902998594967,0.960262728445799,6.811782870636675e-05,0.8261846405228758,0.4083715540802704,transformer,3,0.995,5,3.012585921169375e-06,0.0,31.439,True,307.587,True,0.5003573981415297,0.04317986845867887
4.0146487663150765e-06,786,9,132115,4110,0.96993869508101,0.6304381025085168,0.9593371376935343,6.811782870636675e-05,0.8394607843137255,0.39218990657207115,transformer,3,0.999,1,4.0146487663150765e-06,0.010601996685815835,10.884,True,46.182,True,0.5003573981415297,0.02459250786388333
4.0146487663150765e-06,786,9,132115,4110,0.96993869508101,0.6304381025085168,0.9593371376935343,6.811782870636675e-05,0.8394607843137255,0.39218990657207115,transformer,3,0.999,2,4.0146487663150765e-06,0.010601996685815835,16.022,True,51.313,True,0.5003573981415297,0.02459250786388333
4.0146487663150765e-06,786,9,132115,4110,0.96993869508101,0.6304381025085168,0.9593371376935343,6.811782870636675e-05,0.8394607843137255,0.39218990657207115,transformer,3,0.999,3,4.0146487663150765e-06,0.010601996685815835,21.162,True,56.454,True,0.5003573981415297,0.02459250786388333
4.0146487663150765e-06,786,9,132115,4110,0.96993869508101,0.6304381025085168,0.9593371376935343,6.811782870636675e-05,0.8394607843137255,0.39218990657207115,transformer,3,0.999,5,4.0146487663150765e-06,0.0,31.439,True,461.35,True,0.5003573981415297,0.02459250786388333
0.967179238796234,613,3,132121,4283,0.9687198949058532,0.6032313555158577,0.9568248698990917,2.270594290212225e-05,0.8747957516339869,0.34733452200933823,transformer,3,0.9999,1,0.967179238796234,0.005300998342907918,10.884,True,,False,0.4381701215153681,0.0
0.967179238796234,613,3,132121,4283,0.9687198949058532,0.6032313555158577,0.9568248698990917,2.270594290212225e-05,0.8747957516339869,0.34733452200933823,transformer,3,0.9999,2,0.967179238796234,0.005300998342907918,16.022,True,,False,0.4381701215153681,0.0
0.967179238796234,613,3,132121,4283,0.9687198949058532,0.6032313555158577,0.9568248698990917,2.270594290212225e-05,0.8747957516339869,0.34733452200933823,transformer,3,0.9999,3,0.967179238796234,0.005300998342907918,21.162,True,,False,0.4381701215153681,0.0
0.967179238796234,613,3,132121,4283,0.9687198949058532,0.6032313555158577,0.9568248698990917,2.270594290212225e-05,0.8747957516339869,0.34733452200933823,transformer,3,0.9999,5,0.967179238796234,0.0,31.439,True,,False,0.4381701215153681,0.0
