intent,arm,held_out,n_cells,n_policies,fa_per_hour_mean,mcc_mean,genuine_delay_mean_s
balanced_operation,compiler-only|card,False,9,9,0.005300998342907918,0.3705592395571182,10.884
balanced_operation,reviewer|card,False,9,9,0.005300998342907918,0.3705592395571182,10.884
balanced_operation,reviewer|card|no-critique,False,9,9,0.005300998342907918,0.3705592395571182,10.884
balanced_operation,reviewer|no-card,False,9,9,0.0,0.2863033518330628,
defend_unknown_attacks,compiler-only|card,False,9,9,18.79027212616093,0.11589477578375071,176.69083333333333
defend_unknown_attacks,reviewer|card,False,9,9,18.79027212616093,0.11589477578375071,176.69083333333333
defend_unknown_attacks,reviewer|card|no-critique,False,9,9,18.79027212616093,0.11589477578375071,176.69083333333333
defend_unknown_attacks,reviewer|no-card,False,9,9,5.93181714571396,0.03590436670759637,8.015
early_attack_detection,compiler-only|card,False,9,9,11.515535400243635,0.2540175738980323,8.971333333333334
early_attack_detection,reviewer|card,False,9,9,11.515535400243635,0.2540175738980323,8.971333333333334
early_attack_detection,reviewer|card|no-critique,False,9,9,11.515535400243635,0.2540175738980323,8.971333333333334
early_attack_detection,reviewer|no-card,False,9,9,17.270652601193998,0.1957467410684893,8.015
minimize_false_alarms,compiler-only|card,False,9,9,0.003533998895271945,0.3705592395571182,24.587666666666667
minimize_false_alarms,reviewer|card,False,9,9,0.003533998895271945,0.3705592395571182,24.587666666666667
minimize_false_alarms,reviewer|card|no-critique,False,9,9,0.003533998895271945,0.3705592395571182,24.587666666666667
minimize_false_alarms,reviewer|no-card,False,9,9,0.0,0.26857978504205804,31.439
